time lambda_sum beta_sun ra dec x_sun y_sun z_sun x_gc y_gc z_gc dist v_gsr
-4.3414 145.227 17.6062 75.0561 2.17897 -35.319 24.5228 13.6448 47.509 -12.349 -17.931 45.1107 89.1362 
-4.3322 144.282 17.9928 74.3871 1.46362 -35.4626 25.4994 14.186 47.865 -12.687 -18.944 45.9244 83.7992 
-4.3224 143.289 18.3965 73.6891 0.711148 -35.5544 26.5123 14.7506 48.179 -13.034 -20.009 46.7397 78.1705 
-4.3125 142.31 18.7911 73.0059 -0.030563 -35.5844 27.4931 15.3006 48.426 -13.366 -21.055 47.4997 72.6388 
-4.3027 141.341 19.1799 72.3354 -0.765625 -35.5518 28.4404 15.8366 48.605 -13.684 -22.081 48.2036 67.1921 
-4.2928 140.381 19.562 71.6753 -1.49381 -35.4598 29.3543 16.3573 48.719 -13.987 -23.086 48.8532 61.8347 
-4.2829 139.426 19.9395 71.0226 -2.21866 -35.3091 30.2358 16.8639 48.769 -14.276 -24.071 49.4503 56.5577 
-4.2724 138.411 20.3374 70.3333 -2.98887 -35.0845 31.138 17.3872 48.752 -14.568 -25.097 50.0281 51.0138 
-4.2619 137.395 20.731 69.6479 -3.75805 -34.7954 32.0018 17.8926 48.664 -14.843 -26.098 50.5468 45.5548 
-4.2514 136.375 21.1227 68.9642 -4.52982 -34.4417 32.8271 18.3813 48.505 -15.102 -27.074 51.0071 40.1789 
-4.2409 135.349 21.5118 68.2799 -5.30438 -34.0257 33.6137 18.8518 48.277 -15.344 -28.024 51.4103 34.8809 
-4.2304 134.314 21.8988 67.5926 -6.08368 -33.5483 34.3617 19.304 47.981 -15.569 -28.948 51.7577 29.6606 
-4.2199 133.267 22.2849 66.9012 -6.86938 -33.0099 35.0693 19.7376 47.617 -15.777 -29.844 52.0489 24.5132 
-4.2093 132.206 22.672 66.2038 -7.6648 -32.4107 35.7363 20.1534 47.185 -15.969 -30.712 52.2848 19.4405 
-4.1995 131.195 23.0343 65.5417 -8.4191 -31.7953 36.3253 20.5256 46.72 -16.133 -31.5 52.4572 14.7511 
-4.1896 130.167 23.3976 64.8704 -9.18434 -31.1273 36.8776 20.8809 46.196 -16.282 -32.262 52.5821 10.1267 
-4.1798 129.118 23.7608 64.1874 -9.96048 -30.4087 37.394 21.2182 45.615 -16.415 -32.998 52.6613 5.56448 
-4.1699 128.047 24.1257 63.4923 -10.7502 -29.6389 37.8722 21.5382 44.976 -16.533 -33.706 52.694 1.06713 
-4.1601 126.95 24.4926 62.7821 -11.5554 -28.8189 38.3133 21.8409 44.28 -16.636 -34.387 52.6826 -3.36243 
-4.1509 125.903 24.8361 62.1052 -12.3206 -28.0095 38.6899 22.1068 43.58 -16.718 -34.996 52.6322 -7.43806 
-4.1417 124.827 25.1802 61.4104 -13.1011 -27.156 39.0332 22.3554 42.83 -16.785 -35.58 52.5433 -11.4509 
-4.1325 123.723 25.5269 60.6986 -13.8987 -26.2602 39.341 22.5883 42.031 -16.839 -36.137 52.417 -15.4006 
-4.1233 122.587 25.8743 59.9659 -14.7138 -25.3217 39.6139 22.8034 41.183 -16.878 -36.667 52.2537 -19.2839 
-4.1147 121.502 26.199 59.2663 -15.4884 -24.4127 39.8349 22.9883 40.352 -16.902 -37.134 52.0698 -22.8271 
-4.1062 120.384 26.5244 58.5447 -16.2809 -23.4674 40.0252 23.1576 39.479 -16.913 -37.577 51.8556 -26.3064 
-4.0976 119.231 26.8507 57.8001 -17.0921 -22.4862 40.1828 23.3109 38.564 -16.911 -37.994 51.6109 -29.7145 
-4.0891 118.043 27.1776 57.0311 -17.9228 -21.4703 40.3071 23.448 37.608 -16.896 -38.384 51.3365 -33.0546 
-4.0812 116.91 27.4791 56.2959 -18.7082 -20.5013 40.3932 23.5596 36.689 -16.87 -38.721 51.0585 -36.068 
-4.0733 115.741 27.7815 55.5359 -19.5134 -19.5022 40.4488 23.6571 35.734 -16.833 -39.033 50.7553 -39.0077 
-4.0654 114.532 28.0829 54.7469 -20.3387 -18.4734 40.4761 23.7398 34.744 -16.784 -39.322 50.4298 -41.8715 
-4.0582 113.389 28.3578 53.9972 -21.1128 -17.5051 40.4741 23.8014 33.806 -16.728 -39.564 50.1107 -44.4251 
-4.051 112.209 28.6327 53.2213 -21.9061 -16.5129 40.4456 23.8511 32.839 -16.663 -39.784 49.7735 -46.9082 
-4.0437 110.989 28.9053 52.4143 -22.7189 -15.4957 40.391 23.8868 31.842 -16.587 -39.982 49.4179 -49.3078 
-4.0365 109.729 29.1759 51.5769 -23.5511 -14.4559 40.3086 23.9091 30.817 -16.501 -40.156 49.0449 -51.6257 
-4.0299 108.545 29.4191 50.7839 -24.3264 -13.4891 40.21 23.9167 29.859 -16.413 -40.294 48.691 -53.6477 
-4.0234 107.323 29.6588 49.9602 -25.1188 -12.5038 40.0884 23.9124 28.878 -16.316 -40.412 48.3242 -55.5908 
-4.0168 106.061 29.8949 49.1031 -25.9299 -11.4992 39.9428 23.8961 27.873 -16.21 -40.509 47.9445 -57.4467 
-4.0102 104.757 30.1268 48.2109 -26.7596 -10.4766 39.7723 23.8673 26.845 -16.095 -40.584 47.5525 -59.2143 
-4.0043 103.546 30.3301 47.3743 -27.5224 -9.54049 39.5981 23.8301 25.9 -15.983 -40.633 47.1901 -60.717 
-3.9984 102.298 30.5284 46.5039 -28.3012 -8.58964 39.4028 23.782 24.936 -15.863 -40.663 46.8182 -62.132 
-3.9925 101.011 30.7212 45.598 -29.0964 -7.62487 39.1872 23.724 23.954 -15.736 -40.675 46.4393 -63.456 
-3.9866 99.6823 30.9064 44.6521 -29.9078 -6.64544 38.9499 23.6538 22.953 -15.6 -40.667 46.0517 -64.6792 
-3.9813 98.4675 31.065 43.7779 -30.6425 -5.76439 38.7205 23.5825 22.049 -15.473 -40.643 45.7017 -65.6812 
-3.976 97.2168 31.2163 42.8673 -31.3906 -4.87184 38.4737 23.5016 21.13 -15.339 -40.603 45.3463 -66.5952 
-3.9708 95.9318 31.3591 41.9197 -32.1505 -3.96995 38.2089 23.4108 20.198 -15.198 -40.546 44.9861 -67.4207 
-3.9655 94.6097 31.4942 40.9325 -32.9241 -3.05787 37.9258 23.3111 19.252 -15.051 -40.472 44.622 -68.1497 
-3.9603 93.2487 31.6185 39.9011 -33.7098 -2.1356 37.6237 23.2003 18.292 -14.896 -40.38 44.2534 -68.7742 
-3.9557 92.0273 31.7197 38.963 -34.4077 -1.32189 37.3441 23.0964 17.442 -14.756 -40.285 43.9292 -69.2338 
-3.9511 90.7747 31.8099 37.9859 -35.1133 -0.501017 37.0501 22.9831 16.582 -14.609 -40.176 43.6026 -69.6088 
-3.9465 89.4906 31.8921 36.9703 -35.8291 0.326658 36.7412 22.8632 15.712 -14.458 -40.053 43.2753 -69.8929 
-3.9419 88.1754 31.962 35.9124 -36.5515 1.16005 36.4164 22.7335 14.833 -14.3 -39.914 42.9454 -70.0869 
-3.9373 86.8265 32.0221 34.8102 -37.2836 2.00025 36.0766 22.5972 13.944 -14.138 -39.761 42.6163 -70.1797 
-3.9327 85.446 32.068 33.6606 -38.0205 2.84521 35.7211 22.4509 13.047 -13.969 -39.592 42.2863 -70.1755 
-3.9287 84.2374 32.0972 32.6371 -38.6569 3.57276 35.4032 22.3188 12.272 -13.82 -39.434 42.0034 -70.0914 
-3.9248 83.0026 32.1159 31.5737 -39.2979 4.30493 35.0741 22.1807 11.49 -13.667 -39.265 41.7218 -69.9258 
-3.9208 81.7427 32.1228 30.469 -39.9418 5.04041 34.7321 22.0352 10.702 -13.509 -39.083 41.44 -69.6786 
-3.9169 80.4594 32.1179 29.323 -40.5873 5.77805 34.3785 21.8832 9.9093 -13.347 -38.889 41.16 -69.3527 
-3.9129 79.1505 32.1009 28.1322 -41.2351 6.51858 34.012 21.7247 9.1109 -13.181 -38.682 40.8812 -68.9389 
-3.909 77.8167 32.0697 26.8938 -41.8827 7.26145 33.633 21.5587 8.3075 -13.01 -38.462 40.6039 -68.4396 
-3.9051 76.4581 32.0243 25.6061 -42.5295 8.00649 33.2422 21.3862 7.4994 -12.835 -38.23 40.3301 -67.852 
-3.9011 75.0749 31.964 24.2668 -43.1743 8.75271 32.8373 21.2057 6.687 -12.655 -37.983 40.0572 -67.1746 
-3.8978 73.9038 31.9017 23.1097 -43.709 9.37574 32.491 21.0505 6.0069 -12.502 -37.768 39.8333 -66.5408 
-3.8945 72.7156 31.827 21.9126 -44.2398 9.99948 32.1355 20.8892 5.3241 -12.345 -37.543 39.6111 -65.8426 
-3.8913 71.5113 31.7422 20.677 -44.7676 10.6232 31.7704 20.7237 4.6391 -12.186 -37.308 39.3914 -65.0812 
-3.888 70.2907 31.644 19.3986 -45.2892 11.2472 31.3961 20.5522 3.9519 -12.023 -37.063 39.174 -64.2539 
-3.8847 69.0541 31.5332 18.0774 -45.8047 11.871 31.0125 20.3756 3.2628 -11.857 -36.808 38.9597 -63.3625 
-3.8814 67.802 31.4098 16.7123 -46.3131 12.494 30.6187 20.1936 2.5721 -11.688 -36.542 38.7478 -62.4069 
-3.8781 66.5349 31.2711 15.3005 -46.8112 13.1168 30.217 20.0058 1.88 -11.515 -36.267 38.5402 -61.3851 
-3.8748 65.2533 31.1203 13.8437 -47.3006 13.7382 29.805 19.8134 1.1869 -11.34 -35.981 38.336 -60.3 
-3.8715 63.9575 30.9541 12.3383 -47.7777 14.3582 29.3833 19.6147 0.49304 -11.161 -35.684 38.1349 -59.1525 
-3.8683 62.6484 30.773 10.7845 -48.2414 14.9766 28.9526 19.4108 -0.20131 -10.979 -35.377 37.9385 -57.9416 
-3.865 61.3264 30.5771 9.18174 -48.6907 15.5929 28.5122 19.2014 -0.8958 -10.794 -35.059 37.7462 -56.6674 
-3.8617 59.9921 30.3645 7.52821 -49.1226 16.2069 28.0623 18.9856 -1.5901 -10.605 -34.73 37.5581 -55.334 
-3.8591 58.9164 30.1837 6.16991 -49.4556 16.6962 27.6955 18.8093 -2.1452 -10.452 -34.459 37.4111 -54.2236 
-3.8564 57.8333 29.993 4.77949 -49.7766 17.1832 27.3217 18.6293 -2.6997 -10.297 -34.18 37.2664 -53.0803 
-3.8538 56.7441 29.7914 3.35723 -50.0835 17.6684 26.9428 18.4458 -3.2536 -10.14 -33.895 37.1259 -51.8949 
-3.8512 55.6484 29.5796 1.90317 -50.3764 18.1511 26.557 18.2585 -3.8065 -9.981 -33.602 36.9879 -50.6761 
-3.8485 54.5469 29.3569 0.417502 -50.6537 18.6313 26.1654 18.0674 -4.3584 -9.8199 -33.302 36.8535 -49.4259 
-3.8459 53.4402 29.1235 358.901 -50.9146 19.1089 25.7679 17.8728 -4.909 -9.6569 -32.995 36.7229 -48.1418 
-3.8433 52.3283 28.8793 357.355 -51.1584 19.5833 25.3636 17.6741 -5.458 -9.4918 -32.68 36.595 -46.8244 
-3.8407 51.2119 28.6242 355.779 -51.3838 20.0547 24.9536 17.472 -6.0054 -9.3248 -32.358 36.4711 -45.4822 
-3.838 50.0912 28.3584 354.174 -51.5903 20.5225 24.537 17.2659 -6.5508 -9.1559 -32.028 36.3504 -44.1023 
-3.8354 48.967 28.0816 352.543 -51.7766 20.987 24.1147 17.0563 -7.0942 -8.9851 -31.691 36.2338 -42.6975 
-3.8328 47.8402 27.7936 350.886 -51.9413 21.4476 23.6868 16.8429 -7.6351 -8.8123 -31.347 36.1213 -41.2762 
-3.8301 46.7102 27.495 349.205 -52.0846 21.9041 23.2524 16.6258 -8.1735 -8.6377 -30.995 36.0122 -39.8291 
-3.8275 45.5774 27.1856 347.501 -52.2055 22.3564 22.8115 16.4049 -8.7092 -8.4613 -30.635 35.9067 -38.3501 
-3.8249 44.4442 26.8651 345.778 -52.3021 22.8044 22.3662 16.1806 -9.2418 -8.2831 -30.269 35.8064 -36.867 
-3.8223 43.3083 26.5341 344.035 -52.3751 23.2474 21.9136 15.9522 -9.7711 -8.103 -29.894 35.7088 -35.3551 
-3.8196 42.1719 26.1926 342.276 -52.4231 23.6856 21.4556 15.7204 -10.297 -7.9213 -29.512 35.6158 -33.8299 
-3.817 41.0358 25.8403 340.505 -52.4453 24.1186 20.9925 15.485 -10.819 -7.7378 -29.123 35.5271 -32.2892 
-3.8144 39.8977 25.4775 338.72 -52.4419 24.5471 20.5228 15.2459 -11.338 -7.5526 -28.726 35.4427 -30.7289 
-3.8117 38.7617 25.1045 336.928 -52.4116 24.9692 20.0483 15.0032 -11.852 -7.3657 -28.322 35.3623 -29.1662 
-3.8091 37.6266 24.7219 335.132 -52.3549 25.3849 19.5678 14.7568 -12.361 -7.1773 -27.91 35.2853 -27.6023 
-3.8065 36.4909 24.3288 333.328 -52.271 25.7961 19.0818 14.5071 -12.867 -6.9873 -27.491 35.2138 -26.0212 
-3.8045 35.642 24.028 331.978 -52.1901 26.0992 18.7142 14.3174 -13.242 -6.8438 -27.172 35.1622 -24.8328 
-3.8025 34.7932 23.7215 330.628 -52.0937 26.3995 18.3435 14.1258 -13.615 -6.6994 -26.849 35.1135 -23.6532 
-3.8006 33.9457 23.4097 329.279 -51.982 26.6961 17.97 13.9324 -13.985 -6.5542 -26.522 35.0673 -22.4555 
-3.7986 33.0996 23.0928 327.934 -51.8549 26.989 17.5936 13.737 -14.352 -6.4082 -26.191 35.0235 -21.2746 
-3.7966 32.2537 22.7708 326.591 -51.7127 27.2778 17.2135 13.5394 -14.716 -6.2614 -25.855 34.9815 -20.0793 
-3.7947 31.4104 22.4438 325.254 -51.555 27.5632 16.8315 13.3404 -15.077 -6.1139 -25.516 34.9427 -18.9007 
-3.7927 30.5684 22.1122 323.923 -51.3825 27.8436 16.446 13.1391 -15.434 -5.9656 -25.172 34.9052 -17.715 
-3.7907 29.729 21.7756 322.601 -51.1944 28.1205 16.0585 12.9361 -15.788 -5.8165 -24.825 34.8709 -16.5333 
-3.7887 28.8909 21.4343 321.285 -50.9916 28.3936 15.6682 12.7315 -16.139 -5.6668 -24.474 34.8394 -15.36 
-3.7868 28.054 21.0886 319.978 -50.7744 28.6618 15.2744 12.5247 -16.486 -5.5164 -24.118 34.8091 -14.1894 
-3.7848 27.2208 20.7387 318.682 -50.5424 28.9254 14.8789 12.3163 -16.829 -5.3653 -23.759 34.7815 -13.0245 
-3.7828 26.3887 20.3842 317.396 -50.2961 29.1854 14.4805 12.1063 -17.169 -5.2136 -23.396 34.7568 -11.8567 
-3.7809 25.56 20.0259 316.122 -50.0358 29.4396 14.0799 11.8942 -17.504 -5.0612 -23.029 34.7333 -10.704 
-3.7789 24.7338 19.6634 314.861 -49.7616 29.6903 13.6772 11.6809 -17.836 -4.9083 -22.659 34.7134 -9.56966 
-3.7769 23.9083 19.2968 313.61 -49.4737 29.936 13.271 11.4654 -18.164 -4.7547 -22.284 34.6949 -8.42096 
-3.7749 23.0863 18.9266 312.373 -49.1726 30.1772 12.8631 11.2484 -18.488 -4.6006 -21.906 34.6793 -7.29729 
-3.773 22.2676 18.5528 311.151 -48.8584 30.4139 12.4536 11.0301 -18.808 -4.446 -21.525 34.6664 -6.1781 
-3.771 21.4505 18.1756 309.942 -48.5318 30.6447 12.0407 10.8098 -19.123 -4.2909 -21.139 34.6544 -5.06722 
-3.769 20.6365 17.795 308.748 -48.1927 30.871 11.6261 10.588 -19.434 -4.1353 -20.75 34.6452 -3.96824 
-3.7671 19.8257 17.4111 307.57 -47.8415 31.0927 11.2098 10.3648 -19.741 -3.9792 -20.358 34.6388 -2.88579 
-3.7651 19.0175 17.0242 306.406 -47.4787 31.3087 10.7911 10.1399 -20.043 -3.8227 -19.962 34.6339 -1.81001 
-3.7631 18.2131 16.6346 305.26 -47.1047 31.5193 10.371 9.9137 -20.34 -3.6658 -19.563 34.631 -0.749134 
-3.7611 17.4102 16.2419 304.127 -46.7194 31.7251 9.94822 9.68588 -20.633 -3.5085 -19.16 34.6304 0.300158 
-3.7592 16.61 15.8463 303.009 -46.3233 31.9263 9.52372 9.45672 -20.922 -3.3508 -18.754 34.6327 1.33965 
-3.7572 15.8143 15.4486 301.91 -45.9173 32.1212 9.098 9.22619 -21.205 -3.1928 -18.345 34.6362 2.35752 
-3.7552 15.0196 15.0482 300.825 -45.5009 32.3112 8.6696 8.99418 -21.484 -3.0345 -17.932 34.642 3.37525 
-3.7532 14.2282 14.6456 299.755 -45.0749 32.4957 8.23973 8.76086 -21.758 -2.8759 -17.516 34.65 4.3772 
-3.7513 13.4409 14.241 298.704 -44.64 32.6738 7.80864 8.52618 -22.026 -2.717 -17.097 34.6591 5.35575 
-3.7493 12.6557 13.8343 297.667 -44.1958 32.8474 7.37579 8.29034 -22.29 -2.5579 -16.675 34.6711 6.32598 
-3.7473 11.8734 13.4256 296.646 -43.743 33.0154 6.94144 8.0533 -22.549 -2.3986 -16.25 34.6851 7.2788 
-3.7454 11.0947 13.0154 295.641 -43.2822 33.177 6.50586 7.81498 -22.802 -2.2391 -15.822 34.7003 8.21076 
-3.7434 10.3185 12.6036 294.652 -42.8134 33.333 6.06876 7.57555 -23.05 -2.0795 -15.391 34.7176 9.13314 
-3.7414 9.54632 12.1904 293.68 -42.3371 33.4838 5.6311 7.33514 -23.293 -1.9197 -14.958 34.7373 10.0351 
-3.7394 8.77498 11.7754 292.72 -41.853 33.6288 5.19098 7.09338 -23.531 -1.7598 -14.521 34.7586 10.9327 
-3.7375 8.00802 11.3595 291.777 -41.3624 33.7676 4.75054 6.85068 -23.763 -1.5998 -14.082 34.7815 11.8012 
-3.7355 7.24308 10.9423 290.848 -40.8649 33.9008 4.30857 6.60697 -23.99 -1.4398 -13.64 34.8064 12.6667 
-3.7335 6.4822 10.5243 289.936 -40.3614 34.0278 3.86628 6.36231 -24.211 -1.2797 -13.196 34.8328 13.5028 
-3.7316 5.72308 10.1052 289.036 -39.8514 34.1493 3.42244 6.11663 -24.427 -1.1196 -12.749 34.8612 14.3257 
-3.7296 4.96611 9.68541 288.15 -39.3357 34.2643 2.97731 5.86995 -24.637 -0.95958 -12.299 34.8907 15.1412 
-3.7276 4.21268 9.26504 287.279 -38.8146 34.373 2.53184 5.62244 -24.841 -0.79958 -11.847 34.9217 15.9328 
-3.7256 3.4626 8.84428 286.422 -38.2885 34.4754 2.08602 5.37417 -25.039 -0.63966 -11.393 34.954 16.7073 
-3.7237 2.71363 8.42278 285.577 -37.757 34.5723 1.63863 5.12498 -25.232 -0.47985 -10.936 34.9885 17.4706 
-3.7217 1.96922 8.00135 284.747 -37.2215 34.6631 1.19182 4.8753 -25.419 -0.32016 -10.478 35.0246 18.2102 
-3.7197 1.22565 7.57937 283.927 -36.6808 34.7484 0.743436 4.62475 -25.601 -0.16063 -10.017 35.0627 18.9406 
-3.7178 0.48521 7.15743 283.121 -36.1363 34.8265 0.294935 4.37348 -25.776 -0.0012841 -9.554 35.1012 19.6501 
-3.7158 359.747 6.73552 282.328 -35.5878 34.8983 -0.153853 4.12158 -25.945 0.15785 -9.0891 35.1411 20.3448 
-3.7138 359.012 6.31367 281.546 -35.0355 34.9648 -0.603096 3.86917 -26.109 0.31676 -8.6224 35.1834 21.024 
-3.7118 358.279 5.89205 280.776 -34.4798 35.024 -1.05248 3.6161 -26.266 0.4754 -8.1537 35.226 21.686 
-3.7099 357.548 5.4707 280.017 -33.9207 35.0781 -1.50223 3.36261 -26.418 0.63375 -7.6833 35.2709 22.334 
-3.7079 356.819 5.04978 279.27 -33.3586 35.1249 -1.95184 3.10857 -26.563 0.79179 -7.2112 35.3161 22.9637 
-3.7059 356.093 4.62936 278.533 -32.7937 35.1655 -2.40149 2.85412 -26.702 0.94948 -6.7375 35.3628 23.5798 
-3.704 355.369 4.20951 277.806 -32.226 35.1999 -2.85118 2.59927 -26.835 1.1068 -6.2622 35.4107 24.1771 
-3.702 354.647 3.79034 277.09 -31.6558 35.2291 -3.30108 2.34417 -26.963 1.2637 -5.7854 35.461 24.7634 
-3.7 353.927 3.37178 276.384 -31.0833 35.2502 -3.7502 2.08854 -27.083 1.4203 -5.3073 35.5106 25.3317 
-3.698 353.209 2.95428 275.687 -30.5087 35.2661 -4.19949 1.83286 -27.198 1.5763 -4.8278 35.5625 25.8871 
-3.6961 352.493 2.53762 275 -29.9321 35.2759 -4.64843 1.5769 -27.307 1.7319 -4.3471 35.6157 26.4265 
-3.6941 351.779 2.12193 274.322 -29.3537 35.2786 -5.09681 1.3207 -27.409 1.887 -3.8652 35.6693 26.9502 
-3.6921 351.067 1.70729 273.653 -28.7736 35.2751 -5.54478 1.06435 -27.505 2.0416 -3.3822 35.7241 27.4615 
-3.6902 350.357 1.29386 272.992 -28.192 35.2647 -5.99202 0.807899 -27.594 2.1956 -2.8982 35.7792 27.9576 
-3.6882 349.648 0.881594 272.34 -27.609 35.2491 -6.43901 0.551386 -27.678 2.3491 -2.4132 35.8366 28.4409 
-3.6862 348.941 0.470615 271.696 -27.0248 35.2265 -6.88507 0.294824 -27.755 2.502 -1.9274 35.8942 28.9102 
-3.6842 348.235 0.0611529 271.06 -26.4396 35.1978 -7.33049 0.0383734 -27.826 2.6542 -1.4408 35.9531 29.3655 
-3.6823 347.532 -0.346878 270.432 -25.8535 35.1631 -7.7751 -0.218028 -27.891 2.8058 -0.95355 36.0131 29.8087 
-3.6803 346.829 -0.753428 269.811 -25.2665 35.1215 -8.21865 -0.474344 -27.949 2.9567 -0.46566 36.0734 30.239 
-3.6783 346.129 -1.15832 269.197 -24.6789 35.0738 -8.66123 -0.730468 -28.001 3.1069 0.022684 36.1348 30.658 
-3.6764 345.43 -1.5615 268.591 -24.091 35.0194 -9.10212 -0.986352 -28.046 3.2564 0.511 36.1964 31.0664 
-3.6744 344.734 -1.96238 267.993 -23.5035 34.9601 -9.54144 -1.24167 -28.086 3.4051 0.99884 36.2601 31.466 
-3.6724 344.041 -2.36137 267.403 -22.9163 34.8942 -9.97855 -1.49661 -28.119 3.5531 1.4861 36.3238 31.8583 
-3.6704 343.351 -2.75825 266.821 -22.3295 34.8225 -10.4135 -1.75108 -28.146 3.7004 1.9726 36.3884 32.2414 
-3.6685 342.663 -3.15297 266.246 -21.7432 34.7442 -10.8464 -2.00499 -28.166 3.8468 2.4585 36.453 32.6185 
-3.6665 341.977 -3.54521 265.678 -21.1578 34.6611 -11.2772 -2.25822 -28.181 3.9924 2.9435 36.5194 32.9873 
-3.6645 341.295 -3.93516 265.117 -20.5732 34.5724 -11.7058 -2.51085 -28.19 4.1372 3.4276 36.5866 33.3488 
-3.6626 340.614 -4.32305 264.563 -19.9892 34.477 -12.1319 -2.76294 -28.192 4.2812 3.9108 36.6536 33.7049 
-3.6606 339.936 -4.70809 264.015 -19.4066 34.377 -12.5559 -3.01412 -28.189 4.4242 4.3929 36.7221 34.0514 
-3.6586 339.26 -5.09099 263.474 -18.8248 34.2713 -12.9776 -3.26478 -28.18 4.5665 4.874 36.7913 34.3931 
-3.6566 338.586 -5.47128 262.938 -18.2441 34.16 -13.3969 -3.51458 -28.165 4.7078 5.354 36.861 34.7282 
-3.6547 337.914 -5.84925 262.409 -17.6645 34.0431 -13.8136 -3.76372 -28.144 4.8483 5.8328 36.9312 35.0569 
-3.6527 337.244 -6.22462 261.885 -17.0861 33.9206 -14.2279 -4.01198 -28.117 4.9878 6.3104 37.0019 35.3801 
-3.6507 336.577 -6.59725 261.367 -16.5093 33.7934 -14.6399 -4.25939 -28.085 5.1264 6.7867 37.0738 35.6965 
-3.6488 335.911 -6.96739 260.854 -15.9337 33.6607 -15.0492 -4.50597 -28.047 5.2641 7.2616 37.146 36.0074 
-3.6468 335.248 -7.33491 260.346 -15.3594 33.5225 -15.4558 -4.75165 -28.003 5.4008 7.7351 37.2185 36.3121 
-3.6448 334.586 -7.69971 259.843 -14.7867 33.3796 -15.86 -4.99644 -27.954 5.5366 8.2072 37.2921 36.6114 
-3.6428 333.925 -8.0619 259.345 -14.2154 33.2312 -16.2615 -5.2403 -27.899 5.6714 8.6778 37.3659 36.9076 
-3.6409 333.267 -8.42133 258.852 -13.6458 33.0782 -16.6603 -5.48322 -27.839 5.8053 9.1468 37.4406 37.1958 
-3.6389 332.611 -8.77772 258.363 -13.0781 32.9206 -17.0567 -5.72505 -27.774 5.9381 9.6143 37.5163 37.4789 
-3.6369 331.956 -9.13164 257.879 -12.5117 32.7576 -17.45 -5.96597 -27.703 6.07 10.08 37.592 37.7557 
-3.6343 331.084 -9.59926 257.239 -11.7588 32.5324 -17.9708 -6.28566 -27.6 6.2442 10.699 37.6937 38.1249 
-3.6317 330.216 -10.0616 256.607 -11.0097 32.2993 -18.4859 -6.60333 -27.488 6.4167 11.314 37.7965 38.4791 
-3.629 329.351 -10.5188 255.982 -10.2639 32.0581 -18.9962 -6.91904 -27.367 6.5873 11.926 37.9005 38.8246 
-3.6264 328.488 -10.9708 255.363 -9.52118 31.8086 -19.5017 -7.23278 -27.237 6.756 12.535 38.0055 39.1661 
-3.6238 327.626 -11.4179 254.749 -8.78145 31.5509 -20.0025 -7.54465 -27.098 6.9229 13.141 38.1114 39.5012 
-3.6212 326.768 -11.8596 254.143 -8.04549 31.2853 -20.4975 -7.85431 -26.95 7.0879 13.743 38.2179 39.8272 
-3.6185 325.912 -12.296 253.542 -7.31319 31.0118 -20.9869 -8.16177 -26.793 7.251 14.341 38.3249 40.1464 
-3.6159 325.058 -12.7272 252.946 -6.58425 30.731 -21.4718 -8.4672 -26.628 7.4122 14.936 38.4334 40.4622 
-3.6133 324.206 -13.1531 252.355 -5.85878 30.4422 -21.951 -8.77043 -26.454 7.5715 15.527 38.5421 40.767 
-3.6106 323.357 -13.5732 251.77 -5.13785 30.1474 -22.4249 -9.07132 -26.273 7.7289 16.114 38.6528 41.0664 
-3.608 322.507 -13.9886 251.187 -4.41909 29.8435 -22.894 -9.37012 -26.082 7.8842 16.698 38.763 41.3635 
-3.6054 321.661 -14.398 250.611 -3.70542 29.5337 -23.3569 -9.66635 -25.884 8.0376 17.277 38.8745 41.6505 
-3.6028 320.817 -14.802 250.039 -2.99543 29.217 -23.8143 -9.96032 -25.678 8.1891 17.852 38.9867 41.9321 
-3.6001 319.973 -15.2007 249.469 -2.28854 28.893 -24.2673 -10.2521 -25.464 8.3385 18.424 39.1 42.216 
-3.5975 319.131 -15.5939 248.904 -1.58582 28.5622 -24.714 -10.5413 -25.242 8.486 18.991 39.2135 42.4906 
-3.5949 318.293 -15.9811 248.343 -0.888048 28.2257 -25.1545 -10.8278 -25.013 8.6314 19.553 39.3278 42.7522 
-3.5922 317.454 -16.3629 247.784 -0.193573 27.8828 -25.5908 -11.1122 -24.777 8.7749 20.112 39.4439 43.0209 
-3.5896 316.617 -16.7397 247.229 0.497545 27.5323 -26.0205 -11.3939 -24.532 8.9163 20.666 39.559 43.2796 
-3.587 315.781 -17.1103 246.676 1.18407 27.1766 -26.4453 -11.6732 -24.281 9.0557 21.216 39.676 43.5379 
-3.5843 314.948 -17.4752 246.127 1.86603 26.8152 -26.864 -11.9497 -24.023 9.193 21.761 39.7935 43.7855 
-3.5817 314.115 -17.8345 245.58 2.54428 26.4477 -27.2776 -12.2238 -23.758 9.3283 22.302 39.912 44.0291 
-3.5791 313.283 -18.1887 245.035 3.21904 26.0734 -27.6848 -12.4953 -23.485 9.4616 22.838 40.03 44.2736 
-3.5765 312.453 -18.5368 244.493 3.88883 25.6943 -28.0862 -12.7639 -23.206 9.5928 23.369 40.1491 44.514 
-3.5738 311.626 -18.8789 243.954 4.55373 25.3103 -28.4817 -13.0298 -22.921 9.7219 23.895 40.269 44.7491 
-3.5712 310.798 -19.2156 243.416 5.2153 24.9203 -28.8721 -13.2932 -22.629 9.849 24.417 40.3897 44.975 
-3.5686 309.972 -19.547 242.879 5.87306 24.5245 -29.2564 -13.554 -22.33 9.9741 24.934 40.5104 45.2017 
